Name,Dex Number,Gen,Type 1,Type 2,Classification,Height (meters),Weight (kg),BST,HP,Attack,Defense,Special Atk.,Special Def.,Speed,Ability 1,Ability 2,Ability 3,Ability Hidden,Psuedo-legendary,Legendary,Mythical,Base Evolution,Stage 1 Evolution,Stage 2 Evolution,Flavor text
Gothorita,575,V,psychic,,Manipulate Pokémon,0.7,18,390,60,45,70,75,85,55,Frisk,Competitive,,Shadow Tag,0,0,0,Gothita,Gothorita,Gothitelle,"It’s said that when stars shine in the night sky, this Pokémon will spirit away sleeping children. Some call it the Witch of Punishment."
Gothitelle,576,V,psychic,,Astral Body Pokémon,1.5,44,490,70,55,95,95,110,65,Frisk,Competitive,,Shadow Tag,0,0,0,Gothita,Gothorita,Gothitelle,"It has tremendous psychic power, but it dislikes conflict. It’s also able to predict the future based on the movement of the stars."
Solosis,577,V,psychic,,Cell Pokémon,0.3,1,290,45,30,40,105,50,20,Overcoat,Magic Guard,,Regenerator,0,0,0,Solosis,Duosion,Reuniclus,"It communicates with others telepathically. Its body is encapsulated in liquid, but if it takes a heavy blow, the liquid will leak out."
Duosion,578,V,psychic,,Mitosis Pokémon,0.6,8,370,65,40,50,125,60,30,Overcoat,Magic Guard,,Regenerator,0,0,0,Solosis,Duosion,Reuniclus,Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other.
Reuniclus,579,V,psychic,,Multiplying Pokémon,1,20.1,490,110,65,75,125,85,30,Overcoat,Magic Guard,,Regenerator,0,0,0,Solosis,Duosion,Reuniclus,"While it could use its psychic abilities in battle, this Pokémon prefers to swing its powerful arms around to beat opponents into submission."
Ducklett,580,V,water,flying,Water Bird Pokémon,0.5,5.5,305,62,44,50,44,50,55,Keen Eye,Big Pecks,,Hydration,0,0,0,Ducklett,Swanna,,"When attacked, it uses its feathers to splash water, escaping under cover of the spray."
Swanna,581,V,water,flying,White Bird Pokémon,1.3,24.2,473,75,87,63,87,63,98,Keen Eye,Big Pecks,,Hydration,0,0,0,Ducklett,Swanna,,"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles."
Vanillite,582,V,ice,,Fresh Snow Pokémon,0.4,5.7,305,36,50,50,65,60,44,Ice Body,Snow Cloak,,Weak Armor,0,0,0,Vanillite,Vanillish,Vanilluxe,"Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep."
Vanillish,583,V,ice,,Icy Snow Pokémon,1.1,41,395,51,65,65,80,75,59,Ice Body,Snow Cloak,,Weak Armor,0,0,0,Vanillite,Vanillish,Vanilluxe,"By drinking pure water, it grows its icy body. This Pokémon can be hard to find on days with warm, sunny weather."
Vanilluxe,584,V,ice,,Snowstorm Pokémon,1.3,57.5,535,71,95,85,110,95,79,Ice Body,Snow Warning,,Weak Armor,0,0,0,Vanillite,Vanillish,Vanilluxe,"When its anger reaches a breaking point, this Pokémon unleashes a fierce blizzard that freezes every creature around it, be they friend or foe."
Deerling,585,V,normal,grass,Season Pokémon,0.6,19.5,335,60,60,50,40,50,75,Chlorophyll,Sap Sipper,,Serene Grace,0,0,0,Deerling,Sawsbuck,,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.
Sawsbuck,586,V,normal,grass,Season Pokémon,1.9,92.5,475,80,100,70,60,70,95,Chlorophyll,Sap Sipper,,Serene Grace,0,0,0,Deerling,Sawsbuck,,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
Emolga,587,V,electric,flying,Sky Squirrel Pokémon,0.4,5,428,55,75,60,75,60,103,Static,,,Motor Drive,0,0,0,Emolga,,,"As Emolga flutters through the air, it crackles with electricity. This Pokémon is cute, but it can cause a lot of trouble."
Karrablast,588,V,bug,,Clamping Pokémon,0.5,5.9,315,50,75,45,40,45,60,Swarm,Shed Skin,,No Guard,0,0,0,Karrablast,Escavalier,,Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokémon to evolve.
Escavalier,589,V,bug,steel,Cavalry Pokémon,1,33,495,70,135,105,60,105,20,Swarm,Shell Armor,,Overcoat,0,0,0,Karrablast,Escavalier,,They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokémon in the Galar region.
Foongus,590,V,grass,poison,Mushroom Pokémon,0.2,1,294,69,55,45,55,55,15,Effect Spore,,,Regenerator,0,0,0,Foongus,Amoonguss,,No one knows what the Poké Ball–like pattern on Foongus means or why Foongus has it.
Amoonguss,591,V,grass,poison,Mushroom Pokémon,0.6,10.5,464,114,85,70,85,80,30,Effect Spore,,,Regenerator,0,0,0,Foongus,Amoonguss,,"This Pokémon puffs poisonous spores at its foes. If the spores aren’t washed off quickly, they’ll grow into mushrooms wherever they land."
Frillish,592,V,water,ghost,Floating Pokémon,1.2,33,335,55,40,50,65,85,40,Water Absorb,Cursed Body,,Damp,0,0,0,Frillish,Jellicent,,"It envelops its prey in its veillike arms and draws it down to the deeps, five miles below the ocean’s surface."
Jellicent,593,V,water,ghost,Floating Pokémon,2.2,135,480,100,60,70,85,105,60,Water Absorb,Cursed Body,,Damp,0,0,0,Frillish,Jellicent,,Most of this Pokémon’s body composition is identical to sea water. It makes sunken ships its lair.
Alomomola,594,V,water,,Caring Pokémon,1.2,31.6,470,165,75,80,40,45,65,Healer,Hydration,,Regenerator,0,0,0,Alomomola,,,"Fishermen take them along on long voyages, because if you have an Alomomola with you, there’ll be no need for a doctor or medicine."
Joltik,595,V,bug,electric,Attaching Pokémon,0.1,0.6,319,50,47,50,57,50,65,Compoundeyes,Unnerve,,Swarm,0,0,0,Joltik,Galvantula,,Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.
Galvantula,596,V,bug,electric,EleSpider Pokémon,0.8,14.3,472,70,77,60,97,60,108,Compoundeyes,Unnerve,,Swarm,0,0,0,Joltik,Galvantula,,It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.
Ferroseed,597,V,grass,steel,Thorn Seed Pokémon,0.6,18.8,305,44,50,91,24,86,10,Iron Barbs,,,,0,0,0,Ferroseed,Ferrothorn,,"It defends itself by launching spikes, but its aim isn’t very good at first. Only after a lot of practice will it improve."
Ferrothorn,598,V,grass,steel,Thorn Pod Pokémon,1,110,489,74,94,131,54,116,20,Iron Barbs,,,Anticipation,0,0,0,Ferroseed,Ferrothorn,,"This Pokémon scrapes its spikes across rocks, and then uses the tips of its feelers to absorb the nutrients it finds within the stone."
Klink,599,V,steel,,Gear Pokémon,0.3,21,300,40,55,70,45,60,30,Plus,Minus,,Clear Body,0,0,0,Klink,Klang,Klinklang,The two minigears that compose this Pokémon are closer than twins. They mesh well only with each other.
Klang,600,V,steel,,Gear Pokémon,0.6,51,440,60,80,95,70,85,50,Plus,Minus,,Clear Body,0,0,0,Klink,Klang,Klinklang,"When Klang goes all out, the minigear links up perfectly with the outer part of the big gear, and this Pokémon’s rotation speed increases sharply."
Klinklang,601,V,steel,,Gear Pokémon,0.6,81,520,60,100,115,70,85,90,Plus,Minus,,Clear Body,0,0,0,Klink,Klang,Klinklang,"From its spikes, it launches powerful blasts of electricity. Its red core contains an enormous amount of energy."
Tynamo,602,V,electric,,EleFish Pokémon,0.2,0.3,275,35,55,40,45,40,60,Levitate,,,,0,0,0,Tynamo,Eelektrik,Eelektross,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
Eelektrik,603,V,electric,,EleFish Pokémon,1.2,22,405,65,85,70,75,70,40,Levitate,,,,0,0,0,Tynamo,Eelektrik,Eelektross,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.
Eelektross,604,V,electric,,EleFish Pokémon,2.1,80.5,515,85,115,80,105,80,50,Levitate,,,,0,0,0,Tynamo,Eelektrik,Eelektross,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
Elgyem,605,V,psychic,,Cerebral Pokémon,0.5,9,335,55,55,55,85,55,30,Telepathy,Synchronize,,Analytic,0,0,0,Elgyem,Beheeyem,,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home."
Beheeyem,606,V,psychic,,Cerebral Pokémon,1,34.5,485,75,75,75,125,95,40,Telepathy,Synchronize,,Analytic,0,0,0,Elgyem,Beheeyem,,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears."
Litwick,607,V,ghost,fire,Candle Pokémon,0.3,3.1,275,50,30,55,65,55,20,Flash Fire,Flame Body,,Infiltrator,0,0,0,Litwick,Lampent,Chandelure,The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.
Lampent,608,V,ghost,fire,Lamp Pokémon,0.6,13,370,60,40,60,95,60,55,Flash Fire,Flame Body,,Infiltrator,0,0,0,Litwick,Lampent,Chandelure,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death."
Chandelure,609,V,ghost,fire,Luring Pokémon,1,34.3,520,60,55,90,145,90,80,Flash Fire,Flame Body,,Infiltrator,0,0,0,Litwick,Lampent,Chandelure,This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.
Axew,610,V,dragon,,Tusk Pokémon,0.6,18,320,46,87,60,30,40,57,Rivalry,Mold Breaker,,Unnerve,0,0,0,Axew,Fraxure,Haxorus,These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength.
Fraxure,611,V,dragon,,Axe Jaw Pokémon,1,36,410,66,117,70,40,50,67,Rivalry,Mold Breaker,,Unnerve,0,0,0,Axew,Fraxure,Haxorus,"After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back."
Haxorus,612,V,dragon,,Axe Jaw Pokémon,1.8,105.5,540,76,147,90,60,70,97,Rivalry,Mold Breaker,,Unnerve,0,0,0,Axew,Fraxure,Haxorus,Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.
Cubchoo,613,V,ice,,Chill Pokémon,0.5,8.5,305,55,70,40,60,40,40,Snow Cloak,Slush Rush,,Rattled,0,0,0,Cubchoo,Beartic,,"When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like."
Beartic,614,V,ice,,Freezing Pokémon,2.6,260,505,95,130,80,70,80,50,Snow Cloak,Slush Rush,,Swift Swim,0,0,0,Cubchoo,Beartic,,"It swims through frigid seas, searching for prey. From its frozen breath, it forms icy fangs that are harder than steel."
Cryogonal,615,V,ice,,Crystallizing Pokémon,1.1,148,515,80,50,50,95,135,105,Levitate,,,,0,0,0,Cryogonal,,,"With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown."
Shelmet,616,V,bug,,Snail Pokémon,0.4,7.7,305,50,40,85,40,65,25,Hydration,Shell Armor,,Overcoat,0,0,0,Shelmet,Accelgor,,"When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell."
Accelgor,617,V,bug,,Shell Out Pokémon,0.8,25.3,495,80,70,40,100,60,145,Hydration,Sticky Hold,,Unburden,0,0,0,Shelmet,Accelgor,,It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.
Stunfisk,618,V,ground,electric,Trap Pokémon,0.7,11,471,109,66,84,81,99,32,Static,Limber,,Sand Veil,0,0,0,Stunfisk,,,"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity."
Mienfoo,619,V,fighting,,Martial Arts Pokémon,0.9,20,350,45,85,50,55,50,65,Inner Focus,Regenerator,,Reckless,0,0,0,Mienfoo,Mienshao,,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times."
Mienshao,620,V,fighting,,Martial Arts Pokémon,1.4,35.5,510,65,125,60,95,60,105,Inner Focus,Regenerator,,Reckless,0,0,0,Mienfoo,Mienshao,,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms."
Druddigon,621,V,dragon,,Cave Pokémon,1.6,139,485,77,120,90,60,90,48,Rough Skin,Sheer Force,,Mold Breaker,0,0,0,Druddigon,,,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold."
Golett,622,V,ground,ghost,Automaton Pokémon,1,92,303,59,74,50,35,50,35,Iron Fist,Klutz,,No Guard,0,0,0,Golett,Golurk,,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders."
Golurk,623,V,ground,ghost,Automaton Pokémon,2.8,330,483,89,124,80,55,80,55,Iron Fist,Klutz,,No Guard,0,0,0,Golett,Golurk,,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.
Pawniard,624,V,dark,steel,Sharp Blade Pokémon,0.5,10.2,340,45,85,70,40,40,60,Defiant,Inner Focus,,Pressure,0,0,0,Pawniard,Bisharp,,It uses river stones to maintain the cutting edges of the blades covering its body. These sharpened blades allow it to bring down opponents.
Bisharp,625,V,dark,steel,Sword Blade Pokémon,1.6,70,490,65,125,100,60,70,70,Defiant,Inner Focus,,Pressure,0,0,0,Pawniard,Bisharp,,"It’s accompanied by a large retinue of Pawniard. Bisharp keeps a keen eye on its minions, ensuring none of them even think of double-crossing it."
Bouffalant,626,V,normal,,Bash Buffalo Pokémon,1.6,94.6,490,95,110,95,40,95,55,Reckless,Sap Sipper,,Soundproof,0,0,0,Bouffalant,,,These Pokémon can crush a car with no more than a headbutt. Bouffalant with more hair on their heads hold higher positions within the herd.
Rufflet,627,V,normal,flying,Eaglet Pokémon,0.5,10.5,350,70,83,50,37,50,60,Keen Eye,Sheer Force,,Hustle,0,0,0,Rufflet,Braviary,,"If it spies a strong Pokémon, Rufflet can’t resist challenging it to a battle. But if Rufflet loses, it starts bawling."
Braviary,628,V,normal,flying,Valiant Pokémon,1.5,41,510,100,123,75,57,75,80,Keen Eye,Sheer Force,,Defiant,0,0,0,Rufflet,Braviary,,"Known for its bravery and pride, this majestic Pokémon is often seen as a motif for various kinds of emblems."
Vullaby,629,V,dark,flying,Diapered Pokémon,0.5,9,370,70,55,75,45,65,60,Big Pecks,Overcoat,,Weak Armor,0,0,0,Vullaby,Mandibuzz,,It wears a bone to protect its rear. It often squabbles with others of its kind over particularly comfy bones.
Mandibuzz,630,V,dark,flying,Bone Vulture Pokémon,1.2,39.5,510,110,65,105,55,95,80,Big Pecks,Overcoat,,Weak Armor,0,0,0,Vullaby,Mandibuzz,,"Although it’s a bit of a ruffian, this Pokémon will take lost Vullaby under its wing and care for them till they’re ready to leave the nest."
Heatmor,631,V,fire,,Anteater Pokémon,1.4,58,484,85,97,66,105,66,65,Gluttony,Flash Fire,,White Smoke,0,0,0,Heatmor,,,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill."
Durant,632,V,bug,steel,Iron Ant Pokémon,0.3,33,484,58,109,112,48,48,109,Swarm,Hustle,,Truant,0,0,0,Durant,,,"They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles."
Deino,633,V,dark,dragon,Irate Pokémon,0.8,17.3,300,52,65,50,45,50,38,Hustle,,,,0,0,0,Deino,Zweilous,Hydreigon,"When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory."
Zweilous,634,V,dark,dragon,Hostile Pokémon,1.4,50,420,72,85,70,65,70,58,Hustle,,,,0,0,0,Deino,Zweilous,Hydreigon,"While hunting for prey, Zweilous wanders its territory, its two heads often bickering over which way to go."
Hydreigon,635,V,dark,dragon,Brutal Pokémon,1.8,160,600,92,105,90,125,90,98,Levitate,,,,0,0,0,Deino,Zweilous,Hydreigon,There are a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves.
Larvesta,636,V,bug,fire,Torch Pokémon,1.1,28.8,360,55,85,55,50,55,60,Flame Body,,,Swarm,0,0,0,Larvesta,Volcarona,,The people of ancient times believed that Larvesta fell from the sun.
Volcarona,637,V,bug,fire,Sun Pokémon,1.6,46,550,85,60,65,135,105,100,Flame Body,,,Swarm,0,0,0,Larvesta,Volcarona,,Volcarona scatters burning scales. Some say it does this to start fires. Others say it’s trying to rescue those that suffer in the cold.
Cobalion,638,V,steel,fighting,Iron Will Pokémon,2.1,250,580,91,90,129,90,72,108,Justified,,,,1,0,0,Cobalion,,,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon."
Terrakion,639,V,rock,fighting,Cavern Pokémon,1.9,260,580,91,129,90,72,90,108,Justified,,,,1,0,0,Terrakion,,,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.
Virizion,640,V,grass,fighting,Grassland Pokémon,2,200,580,91,90,72,90,129,108,Justified,,,,1,0,0,Virizion,,,A legend tells of this Pokémon working together with Cobalion and Terrakion to protect the Pokémon of the Unova region.
Tornadus,641,V,flying,,Cyclone Pokémon,1.5,63,580,79,115,70,125,80,111,Prankster,Regenerator (Therian Forme),,Defiant,1,0,0,Tornadus,,,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
Thundurus,642,V,electric,flying,Bolt Strike Pokémon,1.5,61,580,79,115,70,125,80,111,Prankster,Volt Absorb (Therian Forme),,Defiant,1,0,0,Thundurus,,,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.
Reshiram,643,V,dragon,fire,Vast White Pokémon,3.2,330,680,100,120,100,150,120,90,Turboblaze,,,,0,1,0,Reshiram,,,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.
Zekrom,644,V,dragon,electric,Deep Black Pokémon,2.9,345,680,100,150,120,120,100,90,Teravolt,,,,0,1,0,Zekrom,,,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.
Landorus,645,V,ground,flying,Abundance Pokémon,1.5,68,600,89,125,90,115,80,101,Sand Force,Intimidate (Therian Forme),,Sheer Force,1,0,0,Landorus,,,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
